ProjectName,FileName,Theorem,IncludeLemma,ProofStep,RelationNB,equivalence,implication,quantifier,logical,inequality,set,Success,PredictionStep
weak-up-to,../data/weak-up-to/Theory.json,wmonotonic_correct,True,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,pre_silent,False,7,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,HFGn,False,5,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,pre_visible,False,10,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,HGFGn,False,6,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,HGFG,False,8,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,unified_correct,True,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,HBGGn,False,2,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,HGGBF,False,11,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Theory.json,controlled_correct,False,3,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,trans_incl,False,2,2,0,1,0,0,1,0,True,3.0
weak-up-to,../data/weak-up-to/Relations.json,trans_eeq,False,2,2,0,1,0,0,1,0,True,3.0
weak-up-to,../data/weak-up-to/Relations.json,comp_incl,False,3,4,0,2,0,0,2,0,True,5.0
weak-up-to,../data/weak-up-to/Relations.json,comp_eeq,False,2,4,0,2,0,0,2,0,True,23.0
weak-up-to,../data/weak-up-to/Relations.json,union_incl,False,3,3,0,1,1,0,1,0,True,4.0
weak-up-to,../data/weak-up-to/Relations.json,union_eeq,False,2,3,0,1,1,0,1,0,True,5.0
weak-up-to,../data/weak-up-to/Relations.json,union2_incl,False,2,4,0,2,0,0,2,0,True,3.0
weak-up-to,../data/weak-up-to/Relations.json,union2_eeq,False,2,4,0,2,0,0,2,0,True,7.0
weak-up-to,../data/weak-up-to/Relations.json,star_incl,False,2,2,0,1,0,0,1,0,True,6.0
weak-up-to,../data/weak-up-to/Relations.json,star_eeq,False,2,2,0,1,0,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,plus_incl,False,3,2,0,1,0,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,plus_eeq,False,4,2,0,1,0,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,incl_trans,False,2,4,0,2,0,0,2,0,True,9.0
weak-up-to,../data/weak-up-to/Relations.json,eeq_refl,False,2,0,0,0,0,0,0,0,True,1.0
weak-up-to,../data/weak-up-to/Relations.json,eeq_trans,False,2,4,0,2,0,0,2,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,eeq_sym,False,2,2,0,1,0,0,1,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,star1,False,2,3,0,1,1,0,1,0,True,8.0
weak-up-to,../data/weak-up-to/Relations.json,star_S,False,4,5,0,2,1,0,2,0,True,7.0
weak-up-to,../data/weak-up-to/Relations.json,star_trans,False,3,5,0,2,1,0,2,0,True,3.0
weak-up-to,../data/weak-up-to/Relations.json,plus_star,False,3,3,0,1,1,0,1,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,plus_star_plus,False,4,5,0,2,1,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,star_plus_plus,False,5,5,0,2,1,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,plus_trans,False,2,5,0,2,1,0,2,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,plus1,False,2,3,0,1,1,0,1,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,plus_S,False,2,5,0,2,1,0,2,0,True,3.0
weak-up-to,../data/weak-up-to/Relations.json,S_plus,False,2,5,0,2,1,0,2,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,Acc_clos_trans,False,9,3,0,1,1,0,1,0,True,3.0
weak-up-to,../data/weak-up-to/Relations.json,plus_wf,False,2,0,0,0,0,0,0,0,True,1.0
weak-up-to,../data/weak-up-to/Relations.json,inv_inv,False,2,0,0,0,0,0,0,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,inv_comp,False,2,0,0,0,0,0,0,0,True,20.0
weak-up-to,../data/weak-up-to/Relations.json,inv_union,False,2,2,1,0,0,0,1,0,True,2.0
weak-up-to,../data/weak-up-to/Relations.json,inv_star,False,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,inv_plus,False,18,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,inv_union2,False,2,0,0,0,0,0,0,0,True,4.0
weak-up-to,../data/weak-up-to/Relations.json,comp_assoc,False,2,2,0,0,2,0,0,0,True,3.0
weak-up-to,../data/weak-up-to/Relations.json,comp_star_star,False,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,comp_plus_star,False,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Relations.json,comp_star_plus,False,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Monotonic.json,identity_mon,False,2,2,2,0,0,0,0,0,True,1.0
weak-up-to,../data/weak-up-to/Monotonic.json,constant_mon,False,3,2,0,1,0,0,1,0,True,2.0
weak-up-to,../data/weak-up-to/Monotonic.json,chaining_r_mon,False,7,2,0,1,0,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Monotonic.json,chaining_l_mon,False,12,2,0,1,0,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Monotonic.json,Comp_mon,False,9,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Monotonic.json,Union2_mon,False,5,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Monotonic.json,Union_mon,False,5,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Monotonic.json,UExp_mon,False,7,3,1,0,1,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Monotonic.json,UIter_mon,False,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Controlled.json,wexpansion1_ctrl_t,False,9,3,0,1,1,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Functions.json,UExp_incl,False,2,1,0,0,1,0,0,0,True,8.0
weak-up-to,../data/weak-up-to/Functions.json,UIter_incl,False,2,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Functions.json,UExp_inc,False,5,3,0,1,1,0,1,0,True,7.0
weak-up-to,../data/weak-up-to/Functions.json,UIter_inc,False,3,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Functions.json,UExp_UExp,False,4,2,1,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Functions.json,UIter_02,False,5,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Functions.json,UExp_trans,False,6,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Functions.json,UIter_trans,False,4,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Applications.json,F_mon,True,6,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Applications.json,G_wmon,True,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Applications.json,FG,False,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Applications.json,G_reverse,False,5,1,0,0,1,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Applications.json,BG,False,8,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Applications.json,B'G,False,8,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,weak_strong,False,9,3,0,1,1,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,union2_evolve_left,False,2,3,0,1,1,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,union2_evolve_right,False,2,3,0,1,1,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,union_evolve,False,3,4,0,1,2,0,1,0,True,2.0
weak-up-to,../data/weak-up-to/Settings.json,evolve_union,False,4,4,0,1,2,0,1,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,incl_evolve,False,3,5,0,2,1,0,2,0,True,8.0
weak-up-to,../data/weak-up-to/Settings.json,evolve_incl,False,3,5,0,2,1,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,simulation_eeq,False,7,5,0,2,1,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,simulation_t_eeq,False,7,5,0,2,1,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,bisimulation_bisim,False,2,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,expansion_expand,False,2,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,wexpansion_wexpand,False,2,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,expand_wexpand,False,5,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,wexpand_bisim,False,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,simulation_comp,False,5,4,0,2,0,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,expansion1_comp,False,7,4,0,2,0,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,wexpansion1_t,False,9,8,0,3,2,0,3,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,wexpansion1_comp,False,12,4,0,2,0,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,bisimulation_comp,False,5,4,0,2,0,0,2,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,expansion_comp,False,5,4,0,2,0,0,2,0,True,3.0
weak-up-to,../data/weak-up-to/Settings.json,wexpansion_comp,False,5,4,0,2,0,0,2,0,True,3.0
weak-up-to,../data/weak-up-to/Settings.json,bisim_sym,False,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,bisim_refl,False,3,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,bisim_trans,False,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,expand_refl,False,4,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,expand_trans,False,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Settings.json,wexpand_refl,False,4,0,0,0,0,0,0,0,True,1.0
weak-up-to,../data/weak-up-to/Settings.json,wexpand_trans,False,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Diagrams.json,diagram_incl,False,5,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Diagrams.json,diagram_reverse,False,4,0,0,0,0,0,0,0,True,6.0
weak-up-to,../data/weak-up-to/Diagrams.json,diagram_comp,False,6,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Diagrams.json,diagram_union,False,4,0,0,0,0,0,0,0,True,4.0
weak-up-to,../data/weak-up-to/Diagrams.json,diagram_star,False,8,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Diagrams.json,diagram_plus,False,7,0,0,0,0,0,0,0,False,0.0
weak-up-to,../data/weak-up-to/Diagrams.json,diagram_plus_wf_2,False,26,0,0,0,0,0,0,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,divP_is_not_order,False,16,4,0,1,1,1,1,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,divP_ltT_comp,False,15,5,0,2,1,0,2,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,sp_rew,False,5,5,3,0,1,1,0,0,True,4.0
buchberger,../data/buchberger/Pspminus.json,rew_spminusf,False,2,12,10,0,1,1,0,0,True,6.0
buchberger,../data/buchberger/Pspminus.json,canonical_spminusf,False,3,10,2,3,1,1,3,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,spminusf_extend,False,9,10,2,3,1,1,3,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,canonical_spminusf_full,False,4,10,2,3,1,1,3,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,canonical_spminusf_full_t,False,8,10,2,3,1,1,3,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,spminusf_pluspf,False,9,20,10,4,1,1,4,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,eqptail_spminusf_com,False,2,14,2,5,1,1,5,0,True,3.0
buchberger,../data/buchberger/Pspminus.json,eqTerm_spminusf_com,False,5,14,4,4,1,1,4,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,eqp_spminusf_com,False,6,18,4,6,1,1,6,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,spminusf_minuspf,False,5,12,2,4,1,1,4,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,spminusf_plusTerm,False,27,33,16,7,1,2,7,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,spminusf_multTerm,False,10,21,10,4,1,2,4,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,spminusf_minusTerm_l,False,5,12,2,4,1,1,4,0,True,1.0
buchberger,../data/buchberger/Pspminus.json,spminusf_plusTerm_l,False,4,20,10,4,1,1,4,0,True,2.0
buchberger,../data/buchberger/Pspminus.json,spminusf_minusTerm_r,False,22,14,4,4,1,1,4,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,spminusf_plusTerm_r,False,5,20,10,4,1,1,4,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,divP_minusTerm_comp,False,7,16,6,4,1,1,4,0,True,3.0
buchberger,../data/buchberger/Pspminus.json,spminusf_minusTerm,False,23,25,8,7,1,2,7,0,False,0.0
buchberger,../data/buchberger/Pspminus.json,ltP_divP_pX,False,8,9,2,3,1,0,3,0,False,0.0
buchberger,../data/buchberger/Preduce.json,inPolySet_imp_canonical,False,2,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Preduce.json,not_nil_in_polySet_elm,False,3,6,0,1,1,0,4,0,False,0.0
buchberger,../data/buchberger/Preduce.json,not_nil_in_polySet,False,3,2,0,0,1,1,0,0,True,3.0
buchberger,../data/buchberger/Preduce.json,inPolySet_is_pX,False,3,6,1,1,3,0,1,0,True,2.0
buchberger,../data/buchberger/Preduce.json,pO_reduce,False,2,2,0,0,1,1,0,0,True,2.0
buchberger,../data/buchberger/Preduce.json,reduce_in_pO,False,20,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Preduce.json,canonical_reduce,False,16,5,0,2,1,0,2,0,False,0.0
buchberger,../data/buchberger/Preduce.json,reduce_eqp_com,False,25,9,0,4,1,0,4,0,False,0.0
buchberger,../data/buchberger/Preduce.json,reduce_inv,False,11,9,2,3,1,0,3,0,False,0.0
buchberger,../data/buchberger/Preduce.json,reducetop_sp,False,3,8,2,2,1,1,2,0,True,2.0
buchberger,../data/buchberger/Preduce.json,reduce_inv2,False,27,12,4,2,3,1,2,0,False,0.0
buchberger,../data/buchberger/Preduce.json,mults_eqp_inv,False,11,12,6,2,1,1,2,0,False,0.0
buchberger,../data/buchberger/Preduce.json,reduce_mults_invf,False,42,20,11,3,2,1,3,0,False,0.0
buchberger,../data/buchberger/Preduce.json,reduce_mults,False,23,14,6,3,1,1,3,0,False,0.0
buchberger,../data/buchberger/Preduce.json,reduce_mults_invr,False,3,13,8,2,1,0,2,0,True,2.0
buchberger,../data/buchberger/Preduce.json,irreducible_inv_px_l,False,6,5,0,2,1,0,2,0,True,5.0
buchberger,../data/buchberger/Preduce.json,pO_irreducible,False,3,1,0,0,1,0,0,0,True,2.0
buchberger,../data/buchberger/Preduce.json,irreducible_eqp_com,False,7,7,0,3,1,0,3,0,False,0.0
buchberger,../data/buchberger/Preduce.json,pickin_is_pX,False,3,6,1,1,3,0,1,0,False,0.0
buchberger,../data/buchberger/Preduce.json,pick_inv_in,False,2,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Preduce.json,pick_inv_eqT_lem,False,4,7,1,2,2,0,2,0,False,0.0
buchberger,../data/buchberger/Preduce.json,pick_inv_eqT,False,3,3,0,1,1,0,1,0,True,2.0
buchberger,../data/buchberger/Preduce.json,reducehead_imp_reduce,False,6,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Preduce.json,s2p,False,3,2,0,1,0,0,1,0,True,2.0
buchberger,../data/buchberger/Preduce.json,In_inp_inPolySet,False,8,6,0,2,1,1,2,0,True,4.0
buchberger,../data/buchberger/Preduce.json,in_inPolySet,False,9,6,0,2,1,1,2,0,True,2.0
buchberger,../data/buchberger/Preduce.json,inPolySet_inv0,False,3,4,0,1,1,1,1,0,True,2.0
buchberger,../data/buchberger/Preduce.json,inPolySet_inv1,False,6,5,1,1,2,0,1,0,True,9.0
buchberger,../data/buchberger/Preduce.json,Incl_inp_inPolySet,False,7,6,0,2,2,0,2,0,True,6.0
buchberger,../data/buchberger/Relation_Operators_compat.json,left_prefix,False,13,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Relation_Operators_compat.json,right_prefix,False,16,5,1,1,2,0,1,0,False,0.0
buchberger,../data/buchberger/Relation_Operators_compat.json,desc_prefix,False,13,3,0,1,1,0,1,0,True,10.0
buchberger,../data/buchberger/Relation_Operators_compat.json,desc_tail,False,37,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Relation_Operators_compat.json,dist_aux,False,56,7,1,2,2,0,2,0,False,0.0
buchberger,../data/buchberger/Relation_Operators_compat.json,dist_Desc_concat,False,3,3,0,1,1,0,1,0,True,2.0
buchberger,../data/buchberger/Relation_Operators_compat.json,desc_end,False,15,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Relation_Operators_compat.json,ltl_unit,False,8,5,0,2,1,0,2,0,True,9.0
buchberger,../data/buchberger/Relation_Operators_compat.json,acc_app,False,5,14,0,2,2,0,10,0,True,2.0
buchberger,../data/buchberger/Relation_Operators_compat.json,wf_lex_exp,False,55,2,0,1,0,0,1,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,eqA_A0,False,2,5,0,2,1,0,2,0,True,3.0
buchberger,../data/buchberger/moreCoefStructure.json,plusA_eqA_comp_l,False,2,3,0,1,1,0,1,0,True,2.0
buchberger,../data/buchberger/moreCoefStructure.json,plusA_eqA_comp_r,False,2,3,0,1,1,0,1,0,True,2.0
buchberger,../data/buchberger/moreCoefStructure.json,eqA0_left,False,3,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,eqA0_right,False,2,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,invA0,False,3,0,0,0,0,0,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,invA0_comp,False,4,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,invA0_inv,False,9,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,multA_eqA_comp_l,False,2,3,0,1,1,0,1,0,True,2.0
buchberger,../data/buchberger/moreCoefStructure.json,multA_eqA_comp_r,False,2,3,0,1,1,0,1,0,True,2.0
buchberger,../data/buchberger/moreCoefStructure.json,multA_dist_r,False,3,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,multA_A0_r,False,2,1,0,0,1,0,0,0,True,2.0
buchberger,../data/buchberger/moreCoefStructure.json,multA_A1_r,False,2,1,0,0,1,0,0,0,True,2.0
buchberger,../data/buchberger/moreCoefStructure.json,multA_invA_com_l,False,11,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,multA_invA_com_r,False,3,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,divA_multA_comp_l,False,4,2,0,0,1,1,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,invA_is_invA1,False,13,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,divA_A0_l,False,4,2,0,0,1,1,0,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,A_sep,False,8,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/moreCoefStructure.json,divA_A1,False,5,2,0,0,1,1,0,0,False,0.0
buchberger,../data/buchberger/LexiOrder.json,orderc_dec,False,17,2,1,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/LexiOrder.json,degc,False,4,3,0,1,1,0,1,0,True,4.0
buchberger,../data/buchberger/LexiOrder.json,total_orderc_dec,False,11,2,1,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/Term.json,zeroP,False,3,2,0,1,0,0,1,0,True,2.0
buchberger,../data/buchberger/Term.json,eqTerm,False,4,4,0,2,0,0,2,0,True,2.0
buchberger,../data/buchberger/Term.json,eqTerm_refl,False,3,0,0,0,0,0,0,0,True,2.0
buchberger,../data/buchberger/Term.json,eqTerm_sym,False,4,0,0,0,0,0,0,0,True,3.0
buchberger,../data/buchberger/Term.json,eqTerm_trans,False,5,0,0,0,0,0,0,0,True,3.0
buchberger,../data/buchberger/Term.json,T2M,False,2,2,0,1,0,0,1,0,True,3.0
buchberger,../data/buchberger/Term.json,eqT_refl,False,2,0,0,0,0,0,0,0,True,1.0
buchberger,../data/buchberger/Term.json,eqT_sym,False,2,0,0,0,0,0,0,0,True,4.0
buchberger,../data/buchberger/Term.json,eqT_trans,False,3,0,0,0,0,0,0,0,True,3.0
buchberger,../data/buchberger/Term.json,eqTerm_imp_eqT,False,2,3,0,1,1,0,1,0,True,10.0
buchberger,../data/buchberger/Term.json,eqTerm_dec,False,7,2,0,0,1,1,0,0,False,0.0
buchberger,../data/buchberger/Term.json,eqT_zerop_is_eqTerm,False,5,7,0,3,1,0,3,0,True,5.0
buchberger,../data/buchberger/Term.json,zeroP_dec,False,4,2,0,0,1,1,0,0,True,3.0
buchberger,../data/buchberger/Term.json,zeroP_comp_eqTerm,False,4,5,0,2,1,0,2,0,False,0.0
buchberger,../data/buchberger/Term.json,nzeroP_comp_eqTerm,False,5,7,0,2,1,2,2,0,True,18.0
buchberger,../data/buchberger/Term.json,plusTerm,False,2,4,0,2,0,0,2,0,True,2.0
buchberger,../data/buchberger/Term.json,zeroP_plusTermr,False,5,5,0,2,1,0,2,0,False,0.0
buchberger,../data/buchberger/Term.json,zeroP_plusTerml,False,6,5,0,2,1,0,2,0,False,0.0
buchberger,../data/buchberger/Term.json,plusTerm_comp_l,False,3,7,0,3,1,0,3,0,True,4.0
buchberger,../data/buchberger/Term.json,plusTerm_comp_r,False,3,7,0,3,1,0,3,0,True,3.0
buchberger,../data/buchberger/Term.json,plusTerm_com,False,2,3,0,1,1,0,1,0,True,4.0
buchberger,../data/buchberger/Term.json,plusTerm_eqT1,False,2,3,0,1,1,0,1,0,True,4.0
buchberger,../data/buchberger/Term.json,plusTerm_eqT2,False,2,3,0,1,1,0,1,0,True,3.0
buchberger,../data/buchberger/Term.json,plusTerm_assoc,False,5,5,0,2,1,0,2,0,True,3.0
buchberger,../data/buchberger/Term.json,eqTerm_plusTerm_comp,False,3,9,0,4,1,0,4,0,True,3.0
buchberger,../data/buchberger/Term.json,multTerm,False,2,4,0,2,0,0,2,0,True,2.0
buchberger,../data/buchberger/Term.json,zeroP_multTerm_l,False,3,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Term.json,zeroP_multTerm_r,False,4,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Term.json,multTerm_plusTerm_dist_l,False,5,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/Term.json,multTerm_plusTerm_dist_r,False,2,1,0,0,1,0,0,0,True,3.0
buchberger,../data/buchberger/Term.json,multTerm_eqT,False,3,5,0,2,1,0,2,0,True,3.0
buchberger,../data/buchberger/Term.json,multTerm_assoc,False,5,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/Term.json,multTerm_com,False,4,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/Term.json,eqTerm_multTerm_comp,False,4,5,0,2,1,0,2,0,True,3.0
buchberger,../data/buchberger/Term.json,invTerm,False,2,2,0,1,0,0,1,0,True,3.0
buchberger,../data/buchberger/Term.json,plusTerm_invTerm_zeroP,False,3,1,0,0,1,0,0,0,True,5.0
buchberger,../data/buchberger/Term.json,zeroP_invTerm_zeroP,False,6,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Term.json,invTerm_invol,False,10,1,0,0,1,0,0,0,False,0.0
buchberger,../data/buchberger/Term.json,nZero_invTerm_nZero,False,5,5,0,1,1,2,1,0,True,2.0
buchberger,../data/buchberger/Term.json,T1,False,2,0,0,0,0,0,0,0,False,0.0
buchberger,../data/buchberger/Term.json,T1_nz,False,3,1,0,0,0,1,0,0,True,2.0
buchberger,../data/buchberger/Term.json,T1_multTerm_l,False,10,3,0,1,1,0,1,0,False,0.0
buchberger,../data/buchberger/Term.json,T1_multTerm_r,False,9,3,0,1,1,0,1,0,False,0.0
